         *     1.000     0.000     0.000     1.000     0.000     0.000    -1.179    -1.783     1.179     1.298     1.483     0.736    -0.671    -0.717     0.126     0.703    -0.304    -0.028     0.084    -0.269    -0.561    -0.325     0.000     0.000     0.008     0.000     0.002     0.000     0.000     0.000     0.990     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.897    -0.109     0.897     0.648    -0.073    -0.404    -0.533    -0.439    -0.170    -0.037    -0.305    -0.228    -0.046    -0.304    -0.233    -0.375     0.000     0.000     0.003     0.000     0.003     0.000     0.000     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     0.229     1.565    -0.229    -0.855    -1.392     1.510    -0.397    -0.045    -0.756     0.526    -0.463    -0.405     0.223    -0.335    -0.100    -0.505     0.000     0.000     0.000     0.000     0.003     0.000     0.001     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -0.334    -0.109     0.334    -0.324     0.187    -0.514    -0.458    -0.345    -0.487    -0.118    -0.360    -0.281    -0.112    -0.293    -0.042    -0.353     0.000     0.000     0.001     0.000     0.002     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     2.060     1.007    -2.060     0.458    -1.107    -0.128    -0.238    -0.019    -0.905     1.637    -0.308    -0.452     0.075    -0.311    -0.472    -0.519     0.000     0.000     0.000     0.000     0.000     0.000     0.971     0.000     0.029     0.000     4.000     1.000     7.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     0.089     1.007    -0.089    -0.764    -0.843     0.466    -0.400    -0.137    -0.701     1.581    -0.480    -0.447     0.164    -0.386    -0.553    -0.610     0.000     0.000     0.000     0.000     0.003     0.000     0.001     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -0.334     0.449     0.334    -0.324    -0.389    -0.156    -0.448    -0.270    -0.507    -0.756    -0.344    -0.284    -0.092    -0.276     0.205    -0.314     0.000     0.000     0.001     0.000     0.003     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     0.000     0.000     0.000     2.201     2.123    -2.201     0.751    -2.329     2.338     2.431     0.138    -0.416    -3.154    -0.196    -0.227    -0.098    -0.046    -1.083    -0.848     0.000     0.000     0.000     0.000     0.000     0.000     0.993     0.000     0.006     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     0.000     0.000     0.000     1.779    -0.667    -1.779    -0.047     0.742    -1.099     2.413    -0.239    -0.412    -2.214    -0.229    -0.204    -0.574    -0.074    -1.513    -0.832     0.000     0.000     0.006     0.000     0.000     0.000     0.976     0.000     0.018     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.193     0.449     0.193    -0.498    -0.341    -0.187    -0.431    -0.249    -0.573    -0.771    -0.353    -0.295    -0.106    -0.273     0.244    -0.308     0.000     0.000     0.002     0.000     0.004     0.000     0.000     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -1.038    -0.109     1.038     0.959    -0.156    -0.380    -0.553    -0.466    -0.078    -0.012    -0.286    -0.212    -0.028    -0.307    -0.289    -0.381     0.000     0.000     0.001     0.000     0.002     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     1.000     0.511     0.449    -0.511    -0.956    -0.208    -0.358    -0.354    -0.166     1.962    -0.575    -0.739    -0.440    -0.764    -0.140     0.524    -0.210     0.000     0.000     0.001     0.000     0.005     0.000     0.022     0.000     0.972     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -0.052     0.449     0.052    -0.644    -0.301    -0.219    -0.415    -0.230    -0.633    -0.784    -0.359    -0.304    -0.120    -0.270     0.280    -0.302     0.000     0.000     0.001     0.000     0.002     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     0.000     1.000     0.000     0.229    -0.109    -0.229    -0.855     0.335    -0.643     2.304     3.317    -0.885    -0.265    -0.292    -0.534    -0.424    -0.357     0.016     0.004     0.000     0.000     0.990     0.000     0.000     0.000     0.001     0.000     0.009     0.000     2.000     1.000     3.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -1.179    -0.109     1.179     1.298    -0.245    -0.357    -0.573    -0.494     0.020     0.015    -0.264    -0.195    -0.008    -0.309    -0.349    -0.386     0.000     0.000     0.001     0.000     0.002     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.193     0.449     0.193    -0.498    -0.341    -0.187    -0.431    -0.249    -0.573    -0.771    -0.353    -0.295    -0.106    -0.273     0.244    -0.308     0.000     0.000     0.002     0.000     0.004     0.000     0.000     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.179    -0.109     1.179     1.298    -0.245    -0.357    -0.573    -0.494     0.020     0.015    -0.264    -0.195    -0.008    -0.309    -0.349    -0.386     0.000     0.000     0.002     0.000     0.002     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     3.187    -3.457    -3.187     3.576     2.735     3.780    -0.502    -0.655    -0.237    -0.352     0.017     0.349     0.195     0.067     0.255     0.204     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     1.000     0.000     1.000    -0.052     0.449     0.052    -0.644    -0.301    -0.219    -0.415    -0.230     2.150    -0.543    -0.736    -0.413    -0.719    -0.156     0.417    -0.234     0.000     0.000     0.003     0.000     0.007     0.000     0.002     0.000     0.988     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -0.756     1.007     0.756     0.364    -1.149     0.645    -0.504    -0.263    -0.291     1.678    -0.423    -0.381     0.253    -0.405    -0.797    -0.644     0.000     0.000     0.001     0.000     0.003     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.052     1.007     0.052    -0.644    -0.877     0.499    -0.416    -0.155    -0.646     1.592    -0.476    -0.439     0.177    -0.389    -0.585    -0.616     0.000     0.000     0.001     0.000     0.004     0.000     0.001     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     2.342     2.123    -2.342     1.072    -2.408     2.285    -0.260     0.129    -0.852    -0.618    -0.210    -0.311     0.243    -0.188     0.421    -0.277     0.000     0.000     0.000     0.000     0.000     0.000     0.990     0.000     0.010     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.052    -2.899     0.052    -0.644     3.154     3.049    -0.644    -0.674    -0.398    -0.021    -0.433     0.110     0.141    -0.146     0.121    -0.090     0.000     0.000     0.007     0.000     0.002     0.000     0.002     0.000     0.989     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     1.000    -0.334     1.007     0.334    -0.324    -0.965     0.561    -0.449    -0.195     2.262     1.861    -0.838    -0.528    -0.394    -0.283    -0.522    -0.559     0.000     0.000     0.002     0.000     0.008     0.000     0.000     0.000     0.990     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     1.000     2.905    -1.225    -2.905     2.631     0.665    -1.164    -0.267    -0.344     2.209     0.948    -0.408    -0.275    -0.791    -0.039    -0.123    -0.123     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000     1.000     7.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -0.193    -0.109     0.193    -0.498     0.234    -0.544    -0.441    -0.324    -0.552    -0.133    -0.369    -0.292    -0.126    -0.290    -0.003    -0.347     0.000     0.000     0.001     0.000     0.002     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.616     1.007     0.616     0.107    -1.081     0.619    -0.485    -0.239    -0.373     1.656    -0.438    -0.394     0.236    -0.402    -0.747    -0.639     0.000     0.000     0.001     0.000     0.004     0.000     0.000     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     0.000     0.000     0.000    -0.897    -0.667     0.897     0.648     0.503    -0.400     2.143    -0.507     0.325    -2.118    -0.275    -0.106    -0.381    -0.157    -1.920    -0.949     0.000     0.000     0.174     0.000     0.002     0.000     0.000     0.000     0.824     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -1.179    -1.225     1.179     1.298     0.907     0.011    -0.627    -0.643     0.083     0.678    -0.292    -0.110     0.028    -0.297    -0.579    -0.375     0.000     0.000     0.002     0.000     0.001     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     0.000     1.000     1.000    -1.038    -1.225     1.038     0.959     0.996    -0.012     2.091     2.973     2.600     0.793    -0.602    -0.453    -0.850    -0.260    -0.458     0.032     0.000     0.000     0.999     0.000     0.000     0.000     0.000     0.000     0.001     0.000     2.000     1.000     3.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.756     0.449     0.756     0.364    -0.574    -0.072    -0.503    -0.339    -0.278    -0.698    -0.306    -0.246    -0.044    -0.285     0.068    -0.331     0.000     0.000     0.002     0.000     0.003     0.000     0.000     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     1.000    -0.052     0.449     0.052    -0.644    -0.301    -0.219    -0.415    -0.230     2.150    -0.543    -0.736    -0.413    -0.719    -0.156     0.417    -0.234     0.000     0.000     0.001     0.000     0.006     0.000     0.001     0.000     0.992     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.179    -1.225     1.179     1.298     0.907     0.011    -0.627    -0.643     0.083     0.678    -0.292    -0.110     0.028    -0.297    -0.579    -0.375     0.000     0.000     0.003     0.000     0.002     0.000     0.000     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.179    -0.667     1.179     1.298     0.331    -0.353    -0.595    -0.569     0.048     0.449    -0.279    -0.166    -0.003    -0.310    -0.508    -0.396     0.000     0.000     0.002     0.000     0.002     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -0.052    -2.899     0.052    -0.644     3.154     3.049    -0.644    -0.674    -0.398    -0.021    -0.433     0.110     0.141    -0.146     0.121    -0.090     0.000     0.000     0.002     0.000     0.001     0.000     0.001     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.334     1.007     0.334    -0.324    -0.965     0.561    -0.449    -0.195    -0.520     1.620    -0.461    -0.419     0.205    -0.396    -0.659    -0.627     0.000     0.000     0.001     0.000     0.004     0.000     0.000     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000     0.370    -1.225    -0.370    -0.919     1.506    -0.311    -0.433    -0.404    -0.697     0.489    -0.408    -0.238    -0.139    -0.264    -0.113    -0.312     0.000     0.000     0.002     0.000     0.002     0.000     0.009     0.000     0.987     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     1.000     0.793     0.449    -0.793    -0.946    -0.204    -0.436    -0.328    -0.142     1.901    -0.579    -0.728    -0.447    -0.782    -0.131     0.556    -0.197     0.000     0.000     0.001     0.000     0.005     0.000     0.094     0.000     0.901     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.038     0.449     1.038     0.959    -0.731    -0.023    -0.543    -0.391    -0.099    -0.649    -0.270    -0.215    -0.008    -0.290    -0.042    -0.342     0.000     0.000     0.001     0.000     0.003     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.052     1.007     0.052    -0.644    -0.877     0.499    -0.416    -0.155    -0.646     1.592    -0.476    -0.439     0.177    -0.389    -0.585    -0.616     0.000     0.000     0.001     0.000     0.004     0.000     0.001     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     1.000     0.652     0.449    -0.652    -0.965    -0.203    -0.396    -0.341    -0.153     1.929    -0.578    -0.734    -0.444    -0.774    -0.136     0.542    -0.204     0.000     0.000     0.002     0.000     0.007     0.000     0.079     0.000     0.911     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.179    -0.109     1.179     1.298    -0.245    -0.357    -0.573    -0.494     0.020     0.015    -0.264    -0.195    -0.008    -0.309    -0.349    -0.386     0.000     0.000     0.002     0.000     0.002     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000     1.638    -0.667    -1.638    -0.258     0.793    -1.051    -0.293    -0.248    -0.889     0.287    -0.295    -0.302    -0.231    -0.230     0.025    -0.275     0.000     0.000     0.000     0.000     0.000     0.000     0.925     0.000     0.075     0.000     4.000     1.000     7.000 0
         *     2.000     0.000     0.000     1.000     0.000     1.000     2.201    -3.457    -2.201     0.751     3.429     4.178    -0.536    -0.612     2.216    -0.302    -0.621     0.156    -0.427     0.126     0.634     0.221     0.000     0.000     0.000     0.000     0.000     0.000     0.998     0.000     0.002     0.000     4.000     1.000     7.000 0
         *     2.000     0.000     0.000     1.000     0.000     1.000     2.342     2.123    -2.342     1.072    -2.408     2.285    -0.260     0.129     1.930    -0.377    -0.586    -0.419    -0.356    -0.074     0.558    -0.209     0.000     0.000     0.000     0.000     0.000     0.000     0.995     0.000     0.005     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     0.000     0.000     0.000    -0.475     0.449     0.475    -0.122    -0.444    -0.127     2.231    -0.285     0.031    -3.253    -0.290    -0.180    -0.417    -0.130    -1.365    -0.883     0.000     0.000     0.226     0.000     0.004     0.000     0.000     0.000     0.770     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.179    -1.225     1.179     1.298     0.907     0.011    -0.627    -0.643     0.083     0.678    -0.292    -0.110     0.028    -0.297    -0.579    -0.375     0.000     0.000     0.003     0.000     0.002     0.000     0.000     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000     0.511    -1.225    -0.511    -0.956     1.519    -0.347    -0.418    -0.390    -0.736     0.484    -0.406    -0.243    -0.149    -0.259    -0.091    -0.306     0.000     0.000     0.003     0.000     0.003     0.000     0.028     0.000     0.966     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000     1.356    -0.109    -1.356    -0.597     0.296    -0.962    -0.292    -0.183    -0.919    -0.166    -0.318    -0.337    -0.228    -0.240     0.194    -0.279     0.000     0.000     0.001     0.000     0.001     0.000     0.689     0.000     0.309     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000     0.229     0.449    -0.229    -0.855    -0.241    -0.286    -0.383    -0.196    -0.737    -0.804    -0.365    -0.320    -0.144    -0.262     0.340    -0.290     0.000     0.000     0.002     0.000     0.004     0.000     0.004     0.000     0.991     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000     0.511    -3.457    -0.511    -0.956     3.823     4.717    -0.661    -0.683    -0.520    -0.640    -0.443     0.243     0.228    -0.057     0.511     0.074     0.000     0.000     0.007     0.000     0.002     0.000     0.034     0.000     0.957     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     0.370    -0.667    -0.370    -0.919     0.931    -0.675    -0.400    -0.330    -0.733     0.260    -0.395    -0.294    -0.170    -0.277    -0.042    -0.333     0.000     0.000     0.001     0.000     0.002     0.000     0.007     0.000     0.991     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000     0.229     0.449    -0.229    -0.855    -0.241    -0.286    -0.383    -0.196    -0.737    -0.804    -0.365    -0.320    -0.144    -0.262     0.340    -0.290     0.000     0.000     0.001     0.000     0.003     0.000     0.003     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     0.000     0.000     0.000    -0.334    -1.783     0.334    -0.324     1.914     0.579     2.141    -0.561     0.087    -1.945    -0.355    -0.021    -0.360    -0.105    -1.782    -0.856     0.000     0.000     0.252     0.000     0.002     0.000     0.000     0.000     0.746     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     1.000     2.765    -2.899    -2.765     2.200     2.499     2.151    -0.436    -0.556     2.307     0.382    -0.478     0.037    -0.551     0.083     0.234     0.110     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000     1.000     7.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     0.511     1.565    -0.511    -0.956    -1.360     1.438    -0.368    -0.015    -0.839     0.514    -0.460    -0.417     0.202    -0.326    -0.053    -0.493     0.000     0.000     0.000     0.000     0.003     0.000     0.005     0.000     0.991     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000     0.229    -0.667    -0.229    -0.855     0.911    -0.639    -0.415    -0.345    -0.689     0.267    -0.396    -0.287    -0.159    -0.281    -0.067    -0.339     0.000     0.000     0.001     0.000     0.002     0.000     0.004     0.000     0.992     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000     2.905     1.565    -2.905     2.631    -2.214     0.621    -0.216     0.031    -0.677     0.737    -0.085    -0.340     0.159    -0.219    -0.223    -0.377     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000     1.000     7.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -1.038    -2.341     1.038     0.959     2.148     1.799    -0.705    -0.762     0.079     0.497    -0.335     0.064     0.146    -0.224    -0.395    -0.239     0.000     0.000     0.004     0.000     0.001     0.000     0.000     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -0.052     1.007     0.052    -0.644    -0.877     0.499    -0.416    -0.155    -0.646     1.592    -0.476    -0.439     0.177    -0.389    -0.585    -0.616     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     0.370     2.681    -0.370    -0.919    -2.525     4.714    -0.440     0.123    -0.789    -2.185    -0.420    -0.234     0.430    -0.191     1.040    -0.211     0.000     0.000     0.000     0.000     0.004     0.000     0.002     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     0.000     0.000     0.000    -0.052     0.449     0.052    -0.644    -0.301    -0.219     2.283    -0.223    -0.165    -3.298    -0.315    -0.212    -0.460    -0.120    -1.248    -0.866     0.000     0.000     0.077     0.000     0.003     0.000     0.001     0.000     0.919     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000    -0.475     1.007     0.475    -0.122    -1.019     0.591    -0.467    -0.216    -0.449     1.637    -0.450    -0.407     0.220    -0.399    -0.701    -0.633     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.997     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -0.616    -0.667     0.616     0.107     0.647    -0.453    -0.516    -0.464    -0.311     0.352    -0.352    -0.227    -0.075    -0.301    -0.290    -0.374     0.000     0.000     0.002     0.000     0.002     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     2.060     0.449    -2.060     0.458    -0.531    -0.845    -0.237    -0.094    -0.892    -0.738    -0.192    -0.318    -0.221    -0.191     0.392    -0.205     0.000     0.000     0.000     0.000     0.000     0.000     0.981     0.000     0.019     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -0.475     0.449     0.475    -0.122    -0.444    -0.127    -0.466    -0.292    -0.436    -0.738    -0.334    -0.273    -0.077    -0.280     0.163    -0.319     0.000     0.000     0.002     0.000     0.003     0.000     0.000     0.000     0.994     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000    -0.052     1.007     0.052    -0.644    -0.877     0.499    -0.416    -0.155    -0.646     1.592    -0.476    -0.439     0.177    -0.389    -0.585    -0.616     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     1.000     0.000     0.000    -1.038     1.007     1.038     0.959    -1.307     0.695    -0.544    -0.316    -0.112     1.726    -0.386    -0.350     0.289    -0.409    -0.906    -0.655     0.000     0.000     0.002     0.000     0.004     0.000     0.000     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     1.000     0.000     0.000     0.000     0.000     0.000     1.779     1.007    -1.779    -0.047    -0.985    -0.028     2.443    -0.014    -0.473    -0.909    -0.315    -0.372    -0.263    -0.175    -1.970    -1.097     0.000     0.000     0.004     0.000     0.000     0.000     0.958     0.000     0.038     0.000     4.000     1.000     7.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000     0.229     1.565    -0.229    -0.855    -1.392     1.510    -0.397    -0.045    -0.756     0.526    -0.463    -0.405     0.223    -0.335    -0.100    -0.505     0.000     0.000     0.000     0.000     0.004     0.000     0.001     0.000     0.995     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000     0.229    -1.225    -0.229    -0.855     1.487    -0.275    -0.447    -0.419    -0.653     0.496    -0.409    -0.232    -0.128    -0.268    -0.138    -0.318     0.000     0.000     0.002     0.000     0.002     0.000     0.004     0.000     0.992     0.000     5.000     1.000     9.000 0
         *     0.000     0.000     0.000     1.000     0.000     0.000     1.779     0.449    -1.779    -0.047    -0.409    -0.746    -0.253    -0.096    -0.927    -0.770    -0.242    -0.330    -0.219    -0.205     0.422    -0.219     0.000     0.000     0.000     0.000     0.000     0.000     0.929     0.000     0.071     0.000     4.000     1.000     7.000 0
         *     1.000     0.000     0.000     0.000     1.000     0.000    -0.334    -1.225     0.334    -0.324     1.339    -0.146     2.185     3.095    -0.591     0.446    -0.299    -0.413    -0.335    -0.360    -0.349    -0.008     0.000     0.000     0.999     0.000     0.000     0.000     0.000     0.000     0.001     0.000     2.000     1.000     3.000 0
         *     2.000     0.000     0.000     1.000     0.000     0.000     0.089     0.449    -0.089    -0.764    -0.267    -0.252    -0.399    -0.212    -0.688    -0.795    -0.363    -0.313    -0.133    -0.266     0.312    -0.296     0.000     0.000     0.001     0.000     0.002     0.000     0.001     0.000     0.996     0.000     5.000     1.000     9.000 0
         *     2.000     0.000     0.000     0.000     0.000     0.000    -0.616     1.007     0.616     0.107    -1.081     0.619     2.212    -0.232     0.095    -0.858    -0.394    -0.302    -0.105    -0.253    -2.275    -1.202     0.000     0.000     0.058     0.000     0.004     0.000     0.000     0.000     0.938     0.000     5.000     1.000     9.000 0
